Age Group,Job,Marital,Education,Default,Balance Group,Month,Response Rate
50+,management,married,tertiary,no,medium,aug,0
50+,management,married,tertiary,no,medium,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,management,single,tertiary,no,low,aug,0
40+,admin.,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
50+,housemaid,married,primary,no,medium,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,management,married,secondary,no,low,aug,0
50+,services,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,medium,aug,1
30+,technician,married,secondary,no,low,aug,0
50+,retired,married,tertiary,no,low,aug,1
30+,management,married,secondary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
40+,entrepreneur,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,medium,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,technician,single,secondary,no,medium,aug,0
40+,management,married,tertiary,no,low,aug,0
50+,management,married,tertiary,no,medium,aug,0
40+,management,married,tertiary,no,low,aug,0
50+,technician,divorced,tertiary,no,low,aug,0
30+,technician,divorced,secondary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,1
30+,student,single,tertiary,no,medium,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
60+,unknown,married,unknown,no,high,aug,1
50+,blue-collar,married,primary,no,medium,aug,0
60+,management,married,tertiary,no,medium,aug,0
50+,blue-collar,married,primary,no,medium,aug,0
50+,technician,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,admin.,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,self-employed,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,married,secondary,no,medium,aug,0
40+,admin.,married,secondary,no,low,aug,1
40+,management,married,tertiary,no,medium,aug,0
30+,technician,married,secondary,no,medium,aug,0
50+,technician,married,tertiary,no,low,aug,0
50+,management,divorced,secondary,no,low,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
50+,retired,married,primary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
50+,management,divorced,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,divorced,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
40+,admin.,married,secondary,no,low,aug,0
30+,technician,single,tertiary,no,medium,aug,0
50+,blue-collar,married,primary,no,low,aug,0
40+,technician,divorced,secondary,no,medium,aug,0
40+,technician,divorced,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,housemaid,married,primary,no,low,aug,0
50+,technician,married,secondary,no,low,aug,0
40+,technician,married,secondary,no,medium,aug,0
30+,technician,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,housemaid,married,unknown,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
50+,admin.,married,secondary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
40+,unemployed,married,primary,no,low,aug,0
40+,technician,single,tertiary,no,medium,aug,0
50+,technician,married,tertiary,no,low,aug,0
40+,management,married,tertiary,yes,low,aug,0
50+,services,married,secondary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
30+,entrepreneur,married,tertiary,no,low,aug,0
30+,housemaid,married,primary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
50+,technician,married,tertiary,no,low,aug,0
40+,unknown,married,unknown,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
30+,technician,single,tertiary,no,medium,aug,0
40+,blue-collar,married,primary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
50+,management,divorced,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,management,married,secondary,no,high,aug,0
40+,management,married,tertiary,yes,low,aug,0
50+,management,married,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,technician,married,tertiary,no,low,aug,0
60+,retired,married,unknown,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,single,tertiary,no,medium,aug,0
40+,management,divorced,tertiary,no,low,aug,0
50+,blue-collar,married,primary,no,medium,aug,0
40+,technician,married,secondary,no,medium,aug,0
50+,technician,married,secondary,no,low,aug,0
30+,management,single,secondary,no,low,aug,0
50+,management,divorced,tertiary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
50+,retired,married,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
50+,technician,married,tertiary,no,low,aug,0
40+,management,married,secondary,no,low,aug,0
40+,management,divorced,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
40+,management,single,secondary,no,low,aug,0
40+,management,married,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
50+,retired,married,secondary,no,low,aug,0
50+,admin.,married,tertiary,no,low,aug,0
50+,technician,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,management,single,tertiary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
40+,services,married,secondary,no,medium,aug,0
40+,blue-collar,married,secondary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
40+,services,married,secondary,no,low,aug,0
50+,services,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,medium,aug,0
30+,management,single,tertiary,no,medium,aug,0
40+,services,married,secondary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,management,single,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
60+,blue-collar,married,primary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,admin.,married,secondary,yes,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
50+,technician,divorced,secondary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
40+,technician,married,tertiary,no,low,aug,1
50+,technician,divorced,secondary,no,low,aug,0
30+,technician,single,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,admin.,married,tertiary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
60+,retired,married,primary,no,low,aug,0
40+,management,single,tertiary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,management,married,tertiary,no,medium,aug,0
40+,technician,single,secondary,no,low,aug,0
40+,self-employed,married,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
50+,management,single,tertiary,no,low,aug,1
30+,management,married,secondary,yes,low,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,management,divorced,tertiary,no,medium,aug,1
40+,technician,married,secondary,no,low,aug,0
40+,management,married,primary,no,medium,aug,0
40+,services,married,secondary,no,low,aug,0
60+,management,married,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
40+,services,married,secondary,no,low,aug,0
50+,technician,divorced,secondary,no,low,aug,0
50+,blue-collar,married,primary,no,medium,aug,0
30+,self-employed,married,tertiary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,single,tertiary,yes,low,aug,0
40+,management,single,tertiary,no,low,aug,0
50+,self-employed,divorced,secondary,no,low,aug,0
40+,management,single,tertiary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,married,secondary,no,medium,aug,0
40+,admin.,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,single,secondary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
60+,admin.,married,primary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,entrepreneur,divorced,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,self-employed,married,secondary,no,low,aug,0
40+,housemaid,married,tertiary,no,low,aug,0
50+,services,married,primary,no,high,aug,0
50+,services,married,secondary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
50+,self-employed,married,secondary,yes,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
40+,management,married,tertiary,no,high,aug,0
30+,management,single,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,married,secondary,no,low,aug,0
30+,technician,single,secondary,no,medium,aug,0
30+,technician,single,tertiary,no,medium,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,admin.,married,secondary,no,low,aug,0
50+,self-employed,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,unemployed,married,tertiary,no,medium,aug,0
40+,blue-collar,married,primary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
50+,services,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,married,secondary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,services,married,secondary,no,low,aug,0
50+,admin.,married,secondary,no,low,aug,0
50+,self-employed,married,primary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
50+,admin.,divorced,unknown,no,low,aug,0
50+,blue-collar,married,primary,no,medium,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,technician,single,secondary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,divorced,tertiary,no,low,aug,0
30+,technician,single,secondary,yes,low,aug,0
40+,management,single,tertiary,no,low,aug,0
30+,unemployed,married,tertiary,no,low,aug,1
40+,management,married,tertiary,no,medium,aug,0
30+,management,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
50+,blue-collar,married,secondary,yes,low,aug,0
30+,management,divorced,tertiary,no,low,aug,0
40+,technician,married,secondary,no,medium,aug,0
40+,management,divorced,tertiary,no,medium,aug,0
30+,unknown,married,tertiary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,married,secondary,no,low,aug,0
30+,management,divorced,tertiary,no,low,aug,0
50+,blue-collar,married,secondary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
40+,technician,divorced,tertiary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,0
30+,management,single,tertiary,no,medium,aug,0
50+,housemaid,married,primary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,self-employed,single,secondary,no,low,aug,1
30+,technician,single,secondary,no,low,aug,0
50+,technician,divorced,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,technician,married,secondary,no,medium,aug,0
30+,technician,single,tertiary,no,low,aug,0
50+,self-employed,married,tertiary,no,medium,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
30+,technician,divorced,tertiary,no,low,aug,1
40+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,services,married,secondary,no,medium,aug,0
40+,technician,divorced,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
50+,services,married,unknown,no,medium,aug,0
40+,management,married,tertiary,no,low,aug,0
40+,entrepreneur,married,primary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,1
50+,admin.,married,secondary,no,low,aug,0
50+,management,married,tertiary,no,medium,aug,0
50+,management,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,management,married,tertiary,no,medium,aug,0
40+,blue-collar,married,secondary,no,medium,aug,0
50+,retired,married,secondary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
30+,self-employed,married,secondary,no,low,aug,0
50+,retired,married,primary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
50+,retired,married,secondary,no,medium,aug,1
30+,technician,divorced,secondary,no,medium,aug,0
40+,management,married,tertiary,no,medium,aug,0
30+,technician,married,tertiary,no,low,aug,0
50+,technician,married,tertiary,no,medium,aug,0
50+,management,divorced,tertiary,no,low,aug,0
50+,services,married,unknown,no,medium,aug,1
40+,technician,married,secondary,no,low,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,admin.,married,secondary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
50+,housemaid,married,primary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,1
40+,management,single,tertiary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
50+,management,married,tertiary,no,medium,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,single,secondary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,1
40+,management,married,tertiary,no,medium,aug,0
50+,self-employed,married,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,admin.,married,secondary,no,low,aug,0
40+,admin.,married,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,medium,aug,0
40+,management,single,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,technician,divorced,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,technician,divorced,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
50+,unemployed,married,primary,no,low,aug,0
50+,retired,married,primary,no,low,aug,0
30+,technician,single,secondary,no,medium,aug,0
40+,technician,married,secondary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,retired,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
30+,technician,divorced,secondary,no,low,aug,0
30+,technician,married,tertiary,no,medium,aug,0
40+,management,divorced,secondary,no,low,aug,1
40+,technician,divorced,tertiary,no,medium,aug,0
30+,technician,married,tertiary,no,low,aug,1
40+,services,married,primary,no,low,aug,0
50+,technician,married,secondary,no,medium,aug,0
30+,technician,single,secondary,yes,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,blue-collar,married,primary,no,medium,aug,0
40+,entrepreneur,married,primary,no,low,aug,0
30+,technician,divorced,secondary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
40+,housemaid,married,tertiary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
50+,technician,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
40+,blue-collar,married,primary,no,low,aug,0
60+,technician,married,tertiary,no,low,aug,0
40+,technician,married,unknown,no,low,aug,0
40+,services,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
50+,admin.,married,secondary,no,medium,aug,0
50+,technician,married,secondary,no,low,aug,0
30+,unemployed,divorced,secondary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,admin.,married,secondary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
40+,management,married,secondary,no,low,aug,0
50+,technician,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,retired,married,primary,no,low,aug,0
40+,technician,single,secondary,no,low,aug,0
40+,admin.,married,secondary,no,low,aug,0
30+,management,divorced,tertiary,no,low,aug,0
40+,management,married,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,1
40+,management,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,medium,aug,0
60+,services,married,primary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,student,married,secondary,no,low,aug,0
30+,self-employed,married,tertiary,no,low,aug,0
30+,self-employed,single,secondary,no,low,aug,0
30+,admin.,married,tertiary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,self-employed,married,secondary,no,low,aug,0
50+,retired,married,secondary,no,low,aug,0
30+,self-employed,single,tertiary,no,medium,aug,0
50+,retired,married,unknown,no,low,aug,0
40+,technician,married,secondary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,self-employed,married,secondary,no,low,aug,0
50+,technician,divorced,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
40+,blue-collar,married,primary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,blue-collar,married,primary,yes,low,aug,0
30+,blue-collar,single,secondary,no,low,aug,0
40+,self-employed,married,primary,no,low,aug,0
30+,technician,divorced,tertiary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,management,married,tertiary,no,medium,aug,1
50+,self-employed,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,retired,married,primary,no,low,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
40+,housemaid,married,secondary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,divorced,tertiary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
40+,technician,married,secondary,yes,low,aug,0
30+,housemaid,married,primary,no,low,aug,0
30+,management,divorced,tertiary,no,medium,aug,0
50+,services,married,secondary,no,low,aug,0
40+,management,married,tertiary,yes,low,aug,0
50+,retired,married,secondary,no,low,aug,0
30+,technician,married,tertiary,no,medium,aug,0
40+,technician,divorced,tertiary,no,medium,aug,0
30+,technician,single,secondary,no,medium,aug,0
40+,blue-collar,married,primary,no,medium,aug,0
50+,self-employed,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,self-employed,married,tertiary,no,medium,aug,0
30+,technician,divorced,secondary,no,low,aug,1
40+,technician,married,secondary,no,low,aug,0
50+,services,married,secondary,no,medium,aug,0
50+,housemaid,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,single,tertiary,no,medium,aug,0
50+,services,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
50+,blue-collar,married,secondary,no,medium,aug,0
40+,management,married,tertiary,no,medium,aug,0
30+,technician,single,secondary,no,medium,aug,0
30+,management,single,tertiary,no,medium,aug,0
50+,management,married,tertiary,no,medium,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
50+,management,divorced,tertiary,no,low,aug,0
50+,self-employed,married,unknown,no,low,aug,0
50+,management,divorced,tertiary,no,low,aug,0
30+,housemaid,married,primary,no,medium,aug,0
40+,self-employed,married,tertiary,no,low,aug,0
50+,management,married,secondary,no,low,aug,0
50+,retired,married,secondary,no,low,aug,0
50+,services,married,secondary,no,low,aug,0
50+,management,married,tertiary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
50+,technician,divorced,secondary,no,low,aug,0
40+,management,married,tertiary,yes,low,aug,0
40+,technician,divorced,secondary,yes,low,aug,0
30+,blue-collar,single,secondary,no,low,aug,0
40+,housemaid,married,secondary,no,medium,aug,0
40+,admin.,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,services,married,secondary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
30+,technician,married,secondary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,management,single,tertiary,no,low,aug,0
50+,technician,divorced,secondary,no,low,aug,0
30+,admin.,single,tertiary,no,low,aug,0
40+,technician,married,secondary,no,medium,aug,0
30+,management,single,tertiary,no,medium,aug,0
50+,management,divorced,tertiary,no,low,aug,0
30+,management,married,secondary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
30+,management,single,secondary,no,low,aug,0
40+,management,married,secondary,yes,low,aug,0
30+,admin.,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,technician,single,tertiary,yes,low,aug,0
50+,technician,married,secondary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
30+,entrepreneur,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,housemaid,single,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
50+,housemaid,married,primary,no,low,aug,0
50+,admin.,married,secondary,no,low,aug,0
50+,admin.,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
40+,self-employed,married,secondary,yes,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,technician,married,secondary,yes,low,aug,0
40+,management,married,tertiary,no,low,aug,0
40+,blue-collar,married,tertiary,no,medium,aug,0
50+,blue-collar,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
30+,management,married,secondary,no,low,aug,0
30+,self-employed,married,tertiary,no,low,aug,0
30+,unemployed,single,secondary,no,low,aug,0
40+,blue-collar,married,secondary,no,low,aug,0
30+,entrepreneur,married,tertiary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
50+,self-employed,married,secondary,no,medium,aug,0
30+,management,single,secondary,no,medium,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,1
50+,management,single,tertiary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
50+,admin.,married,secondary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,0
40+,admin.,married,secondary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,services,married,secondary,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
50+,retired,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
50+,management,married,tertiary,no,medium,aug,0
30+,technician,single,secondary,no,low,aug,0
40+,management,married,tertiary,no,medium,aug,0
30+,management,single,tertiary,no,medium,aug,0
30+,technician,single,secondary,no,medium,aug,0
30+,technician,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
50+,retired,married,secondary,yes,low,aug,0
40+,technician,single,secondary,no,low,aug,0
30+,technician,single,secondary,no,low,aug,0
60+,blue-collar,married,primary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
50+,retired,married,primary,yes,low,aug,0
30+,management,married,tertiary,no,low,aug,0
50+,blue-collar,married,primary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,self-employed,married,tertiary,no,low,aug,1
40+,management,single,secondary,no,low,aug,0
30+,technician,married,secondary,no,medium,aug,1
50+,technician,married,secondary,no,medium,aug,0
30+,management,married,tertiary,no,medium,aug,0
40+,housemaid,married,secondary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,married,tertiary,no,low,aug,0
40+,management,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
40+,management,married,secondary,no,medium,aug,0
30+,entrepreneur,married,secondary,no,low,aug,0
50+,technician,divorced,tertiary,no,low,aug,0
30+,unemployed,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,medium,aug,0
40+,technician,single,secondary,no,low,aug,0
40+,entrepreneur,married,tertiary,no,medium,aug,0
50+,management,married,secondary,no,medium,aug,0
50+,blue-collar,married,primary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
30+,management,divorced,tertiary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
50+,services,married,secondary,yes,medium,aug,0
50+,management,married,tertiary,no,low,aug,0
30+,management,single,tertiary,no,low,aug,0
50+,blue-collar,married,unknown,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
50+,retired,married,primary,no,low,aug,0
30+,management,married,secondary,no,low,aug,0
30+,technician,married,secondary,no,low,aug,0
40+,management,married,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,medium,aug,0
40+,management,married,tertiary,no,medium,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
40+,technician,married,secondary,no,low,aug,0
30+,management,married,tertiary,no,medium,aug,0
30+,management,married,tertiary,no,low,aug,0
30+,technician,single,tertiary,no,low,aug,0
30+,management,married,secondary,no,low,aug,0
50+,management,married,tertiary,no,low,aug,0
40+,housemaid,married,secondary,no,low,aug,0
50+,housemaid,married,primary,yes,low,aug,0
50+,services,married,tertiary,no,low,aug,0
50+,management,divorced,tertiary,no,low,aug,0
30+,technician,single,secondary,no,medium,aug,0
30+,technician,single,tertiary,yes,low,aug,0
40+,management,married,secondary,no,low,aug,0
50+,management,divorced,tertiary,no,low,aug,0
40+,management,single,tertiary,no,medium,aug,0
40+,management,single,tertiary,no,low,aug,0
40+,management,married,tertiary,no,medium,aug,0
40+,management,married,tertiary,no,medium,aug,0
60+,retired,married,unknown,no,low,aug,0
40+,technician,divorced,secondary,no,low,aug,0
50+,retired,married,primary,no,low,aug,0
30+,management,married,tertiary,no,low,aug,0
